Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AR,GB,XX,,7,ivory carvings,,T,U
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,CH,XX,1,,ivory carvings,sets,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,CH,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,JP,XX,,8,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,GB,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,US,XX,,3,ivory carvings,,P,W
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,VU,XX,,12,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BR,PT,XX,,3,ivory pieces,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,AU,XX,1,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,XX,1,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,IT,XX,1,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,CA,1,,ivory carvings,,L,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,XX,,1,ivory carvings,sets,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,XX,2,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,XX,,1,ivory carvings,,S,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,,1,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,BE,IN,2,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,BE,XX,1,2,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,BE,XX,,1,tusks,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,1,1,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,,2,ivory carvings,kg,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,,1,ivory carvings,sets,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,2,2,ivory carvings,,E,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,,1,ivory carvings,,P,U
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,2,3,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,1,,ivory pieces,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GB,XX,2,4,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,1,,ivory carvings,sets,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,1,,ivory carvings,sets,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,,1,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,,1,ivory pieces,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,1,,ivory pieces,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,RU,XX,1,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,SG,XX,,1,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,SG,XX,1,,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,US,XX,1,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,US,XX,,2,ivory carvings,,Q,U
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,XX,,25,,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,AU,XX,,3,carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,BR,XX,2,2,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,GB,XX,,39,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,IT,XX,,1,ivory pieces,,E,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,JP,XX,16,16,ivory carvings,pairs,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,NL,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CO,US,XX,,2,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CO,US,,2,,tusks,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CZ,US,XX,2,,ivory carvings,,E,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,KE,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,7,,ivory carvings,sets,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,4,1,ivory carvings,sets,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,1,73,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,1,live,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,2,,tusks,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,3,,tusks,,P,W
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,US,XX,,1,ivory carvings,,E,U
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,US,XX,1,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,GL,XX,27,28,ivory carvings,,P,W
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,KW,XX,,2,hair products,,E,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,KW,XX,,4,ivory carvings,,E,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,KW,XX,,1,tusks,,E,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,NO,XX,1,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,US,XX,,1,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CH,XX,2,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CH,XX,,5,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CH,XX,1,,tusks,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,RU,XX,4,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FI,RU,,8,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,AU,XX,,1,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,4,,ivory carvings,sets,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,4,14,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,MX,XX,,4,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,US,XX,,1,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,US,XX,1,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,,5,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,2,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,1,1,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,53,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,151,176,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,JE,XX,5,,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,NO,XX,1,2,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,8,8,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GG,GB,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GL,DK,XX,12,,ivory carvings,,E,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GL,DK,XX,1,,tusks,,E,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,AU,XX,8,,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,FR,XX,2,,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,GB,XX,3,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,NL,XX,1,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,SG,XX,,1,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,SG,XX,1,,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HU,XX,,1,,ivory carvings,,,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CA,XX,1,1,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,,1,ivory carvings,sets,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,3,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,1,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,,2,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,JP,XX,20,22,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,TR,XX,,1,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,TR,,1,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,US,XX,1,,ivory carvings,,E,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,US,XX,,2,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,AT,XX,,1,ivory carvings,sets,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,AT,XX,1,,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,BE,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,CH,XX,,3,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,CN,XX,16,16,ivory carvings,pairs,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,DE,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,ES,CF,5,5,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,FR,XX,,1,ivory carvings,sets,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,FR,XX,,2,ivory carvings,sets,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,FR,XX,1,1,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,FR,XX,3,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,GB,XX,1,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,KR,XX,2,,ivory carvings,pairs,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,KR,XX,,4,tusks,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,MC,XX,3,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,NL,XX,,2,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,NZ,XX,10,,ivory carvings,pairs,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,NZ,XX,1,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,US,XX,77,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,US,XX,,30,ivory carvings,,Q,U
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,KW,DK,XX,2,,hair products,,E,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,KW,DK,XX,4,6,ivory carvings,,E,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,KW,DK,XX,1,1,tusks,,E,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MX,FR,XX,4,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,CH,XX,1,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,CH,XX,,2,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,RU,,3,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,TR,XX,2,9,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NO,SE,XX,1,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NO,SE,XX,,1,ivory pieces,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NO,XX,,5,,tusks,kg,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,BE,XX,,1,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,DK,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,JP,XX,,12,ivory carvings,sets,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,JP,XX,,1,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,BE,XX,,2,ivory carvings,,E,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,CH,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,DE,XX,,1,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,ES,XX,,4,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,FR,XX,,1,ivory carvings,kg,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,FR,XX,,7,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,GB,XX,,6,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,NL,RU,,3,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SG,CH,XX,1,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SG,CH,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SG,GB,XX,,32,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SI,CN,XX,4,,derivatives,,,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,TR,GB,XX,,3,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,TW,CH,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,TW,FR,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,TW,GB,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,TW,GB,XX,,6,live,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,TW,NL,XX,,1,ivory carvings,,P,U
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,UA,LV,XX,,1,ivory carvings,sets,,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,UG,CA,IN,,17,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,AU,JP,,3,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,AU,XX,1,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,AU,XX,4,,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,BE,XX,,3,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,BG,XX,,1,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,2,,ivory carvings,sets,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,1,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,,7,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,,2,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,1,,ivory carvings,,E,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,4,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,25,,ivory carvings,,P,U
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,10,17,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,,1,live,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CO,XX,1,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CZ,XX,2,2,ivory carvings,,E,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,DE,XX,,1,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,DE,XX,1,1,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,DK,XX,9,9,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,2,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,2,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,1,,ivory carvings,,T,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,1,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,1,,ivory carvings,,E,U
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,6,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,8,,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,36,1,ivory carvings,,P,U
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,2,,ivory carvings,,Q,U
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,4,,ivory carvings,,T,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,110,,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,,168,ivory carvings,,T,U
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,3,,ivory pieces,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GR,XX,1,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,1,,ivory carvings,,T,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IL,XX,4,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IL,,,4,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IN,XX,1,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IT,XX,11,11,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IT,XX,5,,ivory pieces,,T,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,,15,ivory carvings,pairs,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,15,,ivory carvings,,E,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,,1,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,103,103,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,,1,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,1,,ivory pieces,,E,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KH,XX,2,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KR,XX,1,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,LA,XX,2,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,LA,,126,,meat,g,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,LA,,23,,meat,g,P,W
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,LA,,123,,teeth,g,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,LA,,10,,teeth,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,LA,,14,,unspecified,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,MA,XX,1,,ivory carvings,,T,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,MC,XX,10,10,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,MX,XX,5,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,NG,XX,40,,ivory carvings,,T,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,NL,XX,1,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,NL,XX,,41,ivory carvings,,P,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,NL,XX,,10,ivory carvings,,T,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,PH,,1,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,PH,,2,,ivory pieces,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,RU,XX,1,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,RU,XX,8,,ivory carvings,,Q,O
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,XX,4,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,XX,4,,unspecified,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,,1,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,,4,,ivory pieces,,T,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,,5,,meat,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,,1,,tusks,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TW,XX,1,,ivory carvings,,P,I
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,VN,XX,1,,ivory carvings,,P,W
2006,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,VN,,2,,carvings,,P,I
2006,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,AE,AU,,2,,ivory pieces,,Q,O
2006,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,AE,GB,,3,,ivory pieces,,T,O
2006,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,AR,GB,XX,,2,ivory carvings,,T,O
